id,ground_truth_action,ground_truth_product,ground_truth_quantity,tier_0_clean,tier_1_lexical,tier_2_conversational,tier_3_cognitive
cmd_0162,remove,dish soap,3,Remove 3 dish soap.,remove 3 dish soap rn,"Alright, so I also want to remove 3 dish soap.","Put 2 dish soap in there... actually no, remove 3 instead."
cmd_0163,update,socks,9,Update socks to 9.,update scks to 9,"I was thinking, maybe update 9 socks to the list.","Update 8 socks... wait, actually make it 9."
cmd_0164,add,green tea,6,Add 6 green tea.,add 6 green t,"Alright, so I also want to add 6 green tea.","Put 8 green tea in there... actually no, add 6 instead."
cmd_0165,remove,paper towels,5,Remove 5 paper towels.,remove 5 ppr towels,"Hey, I changed my mind, can you remove 5 paper towels?","Put 7 paper towels in there... actually no, remove 5 instead."
cmd_0166,add,coffee beans,8,Add 8 coffee beans.,add 8 coffee beans pls,"So, uh, for the coffee beans, let's add 8.","Add 11 coffee beans... wait, actually make it 8."
cmd_0167,remove,jeans,8,Remove 8 jeans.,remove 8 jeans,"Alright, so I also want to remove 8 jeans.","Put 9 jeans in there... actually no, remove 8 instead."
cmd_0168,add,laundry detergent,3,Add 3 laundry detergent.,add 3 laundry detergnt pls,"Umm, could you go ahead and add 3 laundry detergent?","Add laundry detergent, let's say 5 of them... wait, double check that, just do 3."
cmd_0169,update,paper towels,2,Update paper towels to 2.,update pper towels to 2 rn,"So, uh, for the paper towels, let's update 2.","Update 3 paper towels... wait, actually make it 2."
cmd_0170,remove,conditioner,6,Remove 6 conditioner.,remove 6 conditnr rn,"So, uh, for the conditioner, let's remove 6.","Put 7 conditioner in there... actually no, remove 6 instead."
cmd_0171,add,eggs,8,Add 8 eggs.,add 8 eggs,"Alright, so I also want to add 8 eggs.","Put 11 eggs in there... actually no, add 8 instead."
cmd_0172,add,toothbrush,10,Add 10 toothbrush.,add 10 toothbrush rn,"Umm, could you go ahead and add 10 toothbrush?","Add 8 toothbrush... wait, actually make it 10."
cmd_0173,update,olive oil,4,Update olive oil to 4.,update olve oil to 4,"Alright, so I also want to update 4 olive oil.","Update olive oil, let's say 3 of them... wait, double check that, just do 4."
cmd_0174,remove,ground beef,1,Remove 1 ground beef.,remove 1 ground beef pls,"Uhm, let me see... could you please remove 1 ground beef?","Remove ground beef, let's say 3 of them... wait, double check that, just do 1."
cmd_0175,remove,body wash,2,Remove 2 body wash.,remove 2 body wash rn,"Hey, I changed my mind, can you remove 2 body wash?","Remove body wash, let's say 1 of them... wait, double check that, just do 2."
cmd_0176,remove,trash bags,8,Remove 8 trash bags.,remove 8 trash bags,"I was thinking, maybe remove 8 trash bags to the list.","Remove 9 trash bags... wait, actually make it 8."
cmd_0177,add,garlic,7,Add 7 garlic.,add 7 garlic pls,"Uhm, let me see... could you please add 7 garlic?","Add garlic, let's say 8 of them... wait, double check that, just do 7."
cmd_0178,update,cat litter,9,Update cat litter to 9.,update cat litter to 9 pls,"I was thinking, maybe update 9 cat litter to the list.","Update 7 cat litter... wait, actually make it 9."
cmd_0179,update,green tea,10,Update green tea to 10.,update green tea to 10 pls,"Umm, could you go ahead and update 10 green tea?","Put 8 green tea in there... actually no, update 10 instead."
cmd_0180,update,gluten-free bread,7,Update gluten-free bread to 7.,update gluten-free bread to 7 rn,"I was thinking, maybe update 7 gluten-free bread to the list.","I need 10 gluten-free bread, hold on, change that to 7."
cmd_0181,update,tofu,6,Update tofu to 6.,update tofu to 6 rn,"Umm, could you go ahead and update 6 tofu?","Put 9 tofu in there... actually no, update 6 instead."
cmd_0182,update,toothbrush,7,Update toothbrush to 7.,update tothbrush to 7 rn,"Hey, I changed my mind, can you update 7 toothbrush?","Update toothbrush, let's say 10 of them... wait, double check that, just do 7."
cmd_0183,add,laptop sleeve,5,Add 5 laptop sleeve.,add 5 laptop sleev rn,"So, uh, for the laptop sleeve, let's add 5.","Add laptop sleeve, let's say 3 of them... wait, double check that, just do 5."
cmd_0184,remove,apples,9,Remove 9 apples.,remove 9 apples,"Oh, I almost forgot, please remove 9 apples.","Put 7 apples in there... actually no, remove 9 instead."
cmd_0185,update,cat litter,9,Update cat litter to 9.,update cat litter to 9 pls,"Hey, I changed my mind, can you update 9 cat litter?","Update cat litter, let's say 7 of them... wait, double check that, just do 9."
cmd_0186,add,body wash,10,Add 10 body wash.,add 10 body wash pls,"Alright, so I also want to add 10 body wash.","I need 13 body wash, hold on, change that to 10."
cmd_0187,remove,running shoes,6,Remove 6 running shoes.,remove 6 rnning shoes,"Alright, so I also want to remove 6 running shoes.","Put 4 running shoes in there... actually no, remove 6 instead."
cmd_0188,update,cheddar cheese,1,Update cheddar cheese to 1.,update cheddar cheese to 1,"Oh, I almost forgot, please update 1 cheddar cheese.","Update cheddar cheese, let's say 3 of them... wait, double check that, just do 1."
cmd_0189,update,conditioner,6,Update conditioner to 6.,update conditioner to 6 rn,"Oh, I almost forgot, please update 6 conditioner.","Put 7 conditioner in there... actually no, update 6 instead."
cmd_0190,add,cat litter,9,Add 9 cat litter.,add 9 cat litter pls,"Uhm, let me see... could you please add 9 cat litter?","Add 7 cat litter... wait, actually make it 9."
cmd_0191,add,green tea,3,Add 3 green tea.,add 3 green ta,"Umm, could you go ahead and add 3 green tea?","Add green tea, let's say 5 of them... wait, double check that, just do 3."
cmd_0192,add,whole milk,9,Add 9 whole milk.,add 9 whole milk rn,"Oh, I almost forgot, please add 9 whole milk.","Put 11 whole milk in there... actually no, add 9 instead."
cmd_0193,add,bananas,9,Add 9 bananas.,add 9 bananas rn,"Alright, so I also want to add 9 bananas.","I need 7 bananas, hold on, change that to 9."
cmd_0194,remove,black pepper,10,Remove 10 black pepper.,remove 10 black pepper pls,"Oh, I almost forgot, please remove 10 black pepper.","Remove 8 black pepper... wait, actually make it 10."
cmd_0195,remove,trash bags,7,Remove 7 trash bags.,remove 7 trash bags,"Umm, could you go ahead and remove 7 trash bags?","Remove 5 trash bags... wait, actually make it 7."
cmd_0196,add,headphones,10,Add 10 headphones.,add 10 hdphnes,"Hey, I changed my mind, can you add 10 headphones?","Put 13 headphones in there... actually no, add 10 instead."
cmd_0197,update,coffee beans,2,Update coffee beans to 2.,update coffee beans to 2,"I was thinking, maybe update 2 coffee beans to the list.","Update 1 coffee beans... wait, actually make it 2."
cmd_0198,update,bird seed,6,Update bird seed to 6.,updat bird seed to 6 rn,"So, uh, for the bird seed, let's update 6.","Update bird seed, let's say 8 of them... wait, double check that, just do 6."
cmd_0199,add,dish soap,9,Add 9 dish soap.,add 9 dish soap pls,"Umm, could you go ahead and add 9 dish soap?","Put 10 dish soap in there... actually no, add 9 instead."
cmd_0200,update,Greek yogurt,2,Update Greek yogurt to 2.,update greek yogurt to 2 rn,"So, uh, for the Greek yogurt, let's update 2.","I need 4 Greek yogurt, hold on, change that to 2."
cmd_0201,remove,bananas,3,Remove 3 bananas.,remv 3 bnns rn,"Alright, so I also want to remove 3 bananas.","Remove 5 bananas... wait, actually make it 3."
cmd_0202,update,chicken breast,4,Update chicken breast to 4.,update chicken breast to 4,"Alright, so I also want to update 4 chicken breast.","I need 2 chicken breast, hold on, change that to 4."
cmd_0203,remove,t-shirt,8,Remove 8 t-shirt.,remove 8 t-shirt,"Umm, could you go ahead and remove 8 t-shirt?","I need 10 t-shirt, hold on, change that to 8."
cmd_0204,remove,laundry detergent,7,Remove 7 laundry detergent.,remove 7 laundry detrgent,"So, uh, for the laundry detergent, let's remove 7.","Remove laundry detergent, let's say 8 of them... wait, double check that, just do 7."
cmd_0205,update,t-shirt,6,Update t-shirt to 6.,update t-shirt to 6,"Umm, could you go ahead and update 6 t-shirt?","Update 5 t-shirt... wait, actually make it 6."
cmd_0206,update,black pepper,4,Update black pepper to 4.,update black pepper to 4,"I was thinking, maybe update 4 black pepper to the list.","Put 5 black pepper in there... actually no, update 4 instead."
cmd_0207,remove,toothpaste,3,Remove 3 toothpaste.,remove 3 tothpast,"Umm, could you go ahead and remove 3 toothpaste?","I need 1 toothpaste, hold on, change that to 3."
cmd_0208,update,garlic,10,Update garlic to 10.,update grlc to 10 pls,"I was thinking, maybe update 10 garlic to the list.","I need 12 garlic, hold on, change that to 10."
cmd_0209,remove,bananas,1,Remove 1 bananas.,remv 1 bananas,"I was thinking, maybe remove 1 bananas to the list.","Put 4 bananas in there... actually no, remove 1 instead."
cmd_0210,remove,avocado,8,Remove 8 avocado.,remve 8 avocado,"I was thinking, maybe remove 8 avocado to the list.","I need 10 avocado, hold on, change that to 8."
cmd_0211,add,winter jacket,1,Add 1 winter jacket.,add 1 winter jacket rn,"I was thinking, maybe add 1 winter jacket to the list.","Put 3 winter jacket in there... actually no, add 1 instead."
cmd_0212,update,AA batteries,6,Update AA batteries to 6.,update aa batteries to 6,"Uhm, let me see... could you please update 6 AA batteries?","Put 9 AA batteries in there... actually no, update 6 instead."
cmd_0213,remove,salmon fillet,7,Remove 7 salmon fillet.,remove 7 salmon fillet rn,"Uhm, let me see... could you please remove 7 salmon fillet?","Put 10 salmon fillet in there... actually no, remove 7 instead."
cmd_0214,remove,paper towels,4,Remove 4 paper towels.,remove 4 paper towels,"Umm, could you go ahead and remove 4 paper towels?","Remove 6 paper towels... wait, actually make it 4."
cmd_0215,remove,dish soap,8,Remove 8 dish soap.,remove 8 dish soap rn,"Hey, I changed my mind, can you remove 8 dish soap?","Remove 9 dish soap... wait, actually make it 8."
cmd_0216,add,winter jacket,2,Add 2 winter jacket.,add 2 winter jacket pls,"Alright, so I also want to add 2 winter jacket.","Put 4 winter jacket in there... actually no, add 2 instead."
cmd_0217,remove,shampoo,9,Remove 9 shampoo.,remove 9 shampoo,"Hey, I changed my mind, can you remove 9 shampoo?","I need 8 shampoo, hold on, change that to 9."
cmd_0218,remove,frozen pizza,1,Remove 1 frozen pizza.,remove 1 frozen pizz,"Alright, so I also want to remove 1 frozen pizza.","Remove frozen pizza, let's say 3 of them... wait, double check that, just do 1."
cmd_0219,remove,AA batteries,2,Remove 2 AA batteries.,remove 2 aa batters,"Umm, could you go ahead and remove 2 AA batteries?","Remove 4 AA batteries... wait, actually make it 2."
cmd_0220,remove,pet treats,9,Remove 9 pet treats.,remove 9 pet trts rn,"Oh, I almost forgot, please remove 9 pet treats.","I need 8 pet treats, hold on, change that to 9."
cmd_0221,add,salt,5,Add 5 salt.,add 5 salt,"Hey, I changed my mind, can you add 5 salt?","I need 4 salt, hold on, change that to 5."
cmd_0222,update,frozen pizza,7,Update frozen pizza to 7.,update frozen pizza to 7 rn,"So, uh, for the frozen pizza, let's update 7.","Update 10 frozen pizza... wait, actually make it 7."
cmd_0223,add,fish flakes,7,Add 7 fish flakes.,add 7 fish flkes,"Oh, I almost forgot, please add 7 fish flakes.","Add fish flakes, let's say 9 of them... wait, double check that, just do 7."
cmd_0224,add,ground beef,5,Add 5 ground beef.,add 5 grnd beef,"So, uh, for the ground beef, let's add 5.","Add ground beef, let's say 7 of them... wait, double check that, just do 5."
cmd_0225,remove,salmon fillet,1,Remove 1 salmon fillet.,remove 1 slmn fillet,"Alright, so I also want to remove 1 salmon fillet.","Remove salmon fillet, let's say 3 of them... wait, double check that, just do 1."
cmd_0226,add,tomato sauce,5,Add 5 tomato sauce.,add 5 tomato sc rn,"I was thinking, maybe add 5 tomato sauce to the list.","Add 7 tomato sauce... wait, actually make it 5."
cmd_0227,add,AA batteries,8,Add 8 AA batteries.,add 8 aa batteries,"So, uh, for the AA batteries, let's add 8.","I need 7 AA batteries, hold on, change that to 8."
cmd_0228,add,conditioner,6,Add 6 conditioner.,add 6 conditioner pls,"Alright, so I also want to add 6 conditioner.","Put 7 conditioner in there... actually no, add 6 instead."
cmd_0229,remove,conditioner,2,Remove 2 conditioner.,remove 2 conditioner pls,"Hey, I changed my mind, can you remove 2 conditioner?","Remove conditioner, let's say 5 of them... wait, double check that, just do 2."
cmd_0230,add,whole milk,6,Add 6 whole milk.,add 6 whole milk,"Uhm, let me see... could you please add 6 whole milk?","I need 4 whole milk, hold on, change that to 6."
cmd_0231,remove,winter jacket,3,Remove 3 winter jacket.,remove 3 winter jacket rn,"Umm, could you go ahead and remove 3 winter jacket?","Put 1 winter jacket in there... actually no, remove 3 instead."
cmd_0232,remove,dish soap,4,Remove 4 dish soap.,remove 4 dish soap rn,"Uhm, let me see... could you please remove 4 dish soap?","Remove 3 dish soap... wait, actually make it 4."
cmd_0233,update,cat litter,7,Update cat litter to 7.,update cat litter to 7 pls,"Umm, could you go ahead and update 7 cat litter?","I need 10 cat litter, hold on, change that to 7."
cmd_0234,update,avocado,5,Update avocado to 5.,update avocado to 5,"Oh, I almost forgot, please update 5 avocado.","Update avocado, let's say 4 of them... wait, double check that, just do 5."
cmd_0235,remove,orange juice,4,Remove 4 orange juice.,remove 4 orange juice,"Hey, I changed my mind, can you remove 4 orange juice?","Remove orange juice, let's say 6 of them... wait, double check that, just do 4."
cmd_0236,remove,garlic,3,Remove 3 garlic.,remove 3 garlic pls,"Uhm, let me see... could you please remove 3 garlic?","I need 1 garlic, hold on, change that to 3."
cmd_0237,add,gluten-free bread,1,Add 1 gluten-free bread.,add 1 gluten-free bread,"Alright, so I also want to add 1 gluten-free bread.","Put 3 gluten-free bread in there... actually no, add 1 instead."
cmd_0238,remove,apples,5,Remove 5 apples.,rmve 5 apples,"I was thinking, maybe remove 5 apples to the list.","I need 3 apples, hold on, change that to 5."
cmd_0239,update,sugar,4,Update sugar to 4.,update sugar to 4,"Uhm, let me see... could you please update 4 sugar?","Put 2 sugar in there... actually no, update 4 instead."
cmd_0240,update,whole milk,3,Update whole milk to 3.,update whole milk to 3,"Oh, I almost forgot, please update 3 whole milk.","Update 4 whole milk... wait, actually make it 3."
cmd_0241,add,laundry detergent,7,Add 7 laundry detergent.,add 7 laundry detergent pls,"Alright, so I also want to add 7 laundry detergent.","I need 10 laundry detergent, hold on, change that to 7."
cmd_0242,add,tomato sauce,10,Add 10 tomato sauce.,add 10 tomato sauce rn,"I was thinking, maybe add 10 tomato sauce to the list.","Add 13 tomato sauce... wait, actually make it 10."
cmd_0243,add,whole milk,4,Add 4 whole milk.,add 4 whole mlk pls,"Oh, I almost forgot, please add 4 whole milk.","Put 6 whole milk in there... actually no, add 4 instead."
cmd_0244,remove,t-shirt,7,Remove 7 t-shirt.,remove 7 t-shirt rn,"I was thinking, maybe remove 7 t-shirt to the list.","Put 5 t-shirt in there... actually no, remove 7 instead."
cmd_0245,add,balsamic vinegar,1,Add 1 balsamic vinegar.,add 1 balsamic vinegar,"Umm, could you go ahead and add 1 balsamic vinegar?","Add 3 balsamic vinegar... wait, actually make it 1."
cmd_0246,remove,wireless mouse,5,Remove 5 wireless mouse.,remove 5 wireless mouse,"Oh, I almost forgot, please remove 5 wireless mouse.","Put 4 wireless mouse in there... actually no, remove 5 instead."
